time_step_list,predicted_pH_list,reward_list,actual_pH_list,predicted_online_pH,fallvol,metalvol
2884.0,10.092095936317378,0,10.1130981445313,10.53755,1.0,1.0
2888.0,10.097548067926537,0,10.1064653396606,10.408263,1.0,1.0
2892.0,10.097548067926537,-111.28544807434082,10.0825071334839,10.354629,1.6,1.6
2896.0,10.504648820335662,-184.84935760498047,10.0237007141113,10.7464485,2.4000000000000004,2.4000000000000004
2900.0,10.569864369550027,-187.46237754821777,9.93875885009766,10.825717,3.2,3.0000000000000004
2904.0,10.183123072900854,-126.49812698364258,9.85163879394531,10.662016,3.4000000000000004,4.0
2908.0,10.092095936317378,0,9.77323150634766,10.510025,3.4000000000000004,4.0
2912.0,10.092095936317378,0,9.70989608764648,10.520881,3.4000000000000004,4.0
2916.0,10.097548067926537,-125.98633766174316,9.67069435119629,10.262408,4.4,4.4
2920.0,10.097548067926537,-127.88352966308594,9.67270088195801,10.191963,5.0,4.800000000000001
2924.0,10.097548067926537,0,9.69012260437012,10.462962,5.0,4.800000000000001
2928.0,10.504648820335662,-150.99682807922363,9.75980949401855,10.785226,5.6,5.000000000000001
2932.0,10.097548067926537,104.46085929870605,9.87740707397461,10.285968,5.8,5.800000000000001
2936.0,10.569864369550027,-154.2801856994629,10.0429134368896,10.803019,6.3999999999999995,6.4
2940.0,10.092095936317378,0,10.2432641983032,10.518399,6.3999999999999995,6.4
2944.0,10.569864369550027,-166.33906364440918,10.4588584899902,10.832538,6.999999999999999,7.2
2948.0,10.569864369550027,-163.48977088928223,10.6548538208008,10.872941,7.599999999999999,7.8
2952.0,10.097548067926537,0,10.8072948455811,10.417626,7.599999999999999,7.8
2956.0,10.569864369550027,-150.7145881652832,10.9074697494507,11.040754,7.999999999999999,8.8
2960.0,10.097548067926537,0,10.9662685394287,10.445174,7.999999999999999,8.8
2964.0,10.097548067926537,100.43182373046875,10.9161806106567,10.332626,8.799999999999999,9.4
2968.0,10.504648820335662,-167.3213005065918,10.7680950164795,10.763624,9.799999999999999,9.8
2972.0,10.175866115963096,-115.32506942749023,10.6200103759766,10.614946,9.999999999999998,10.4
2976.0,10.569864369550027,-153.97348403930664,10.4760580062866,10.802607,10.599999999999998,11.0
2980.0,10.092095936317378,0,10.364893913269,10.487749,10.599999999999998,11.0
2984.0,10.569864369550027,-129.50434684753418,10.3017463684082,11.075248,11.599999999999998,11.6
2988.0,10.569864369550027,-156.03384971618652,10.2734384536743,10.872233,11.999999999999998,12.6
2992.0,10.569864369550027,-130.73573112487793,10.2669057846069,11.093162,12.999999999999998,13.2
2996.0,10.569864369550027,-129.07681465148926,10.2821483612061,11.069501,13.199999999999998,14.0
3000.0,10.569864369550027,-183.88681411743164,10.3082790374756,10.976011,13.999999999999998,15.0
3004.0,10.569864369550027,-194.72389221191406,10.3278760910034,11.039383,14.999999999999998,15.8
3008.0,10.569864369550027,-129.62779998779297,10.3104562759399,11.0793,15.399999999999999,16.2
3012.0,10.569864369550027,-180.91135025024414,10.2494859695435,10.895941,16.2,17.2
3016.0,10.569864369550027,-129.420804977417,10.1602077484131,11.05828,17.2,17.4
3020.0,10.569864369550027,-164.1486644744873,10.0705366134644,10.954059,18.2,18.0
3024.0,10.569864369550027,-129.63614463806152,10.007396697998,11.058906,19.2,18.2
3028.0,10.504648820335662,-122.90024757385254,9.97691535949707,10.777284,19.4,18.4
3032.0,10.097548067926537,111.64579391479492,9.96602916717529,10.329721,19.799999999999997,19.4
3036.0,10.569864369550027,-129.4602394104004,9.97473812103271,11.068338,20.4,20.4
3040.0,10.569864369550027,-129.16417121887207,9.99433326721191,11.061387,20.799999999999997,21.0
3044.0,10.569864369550027,-129.72412109375,10.0095739364624,11.061962,21.799999999999997,21.6
3048.0,10.569864369550027,-128.7703037261963,10.0204601287842,11.062207,22.599999999999998,21.8
3052.0,10.569864369550027,-129.38404083251953,10.0465869903564,11.077877,23.599999999999998,22.2
3056.0,10.569864369550027,-156.47759437561035,10.0814228057861,10.884408,24.599999999999998,23.2
3060.0,10.569864369550027,-129.41336631774902,10.1206130981445,11.046744,25.2,24.2
3064.0,10.569864369550027,-128.38492393493652,10.1576261520386,11.0466795,25.599999999999998,24.599999999999998
3068.0,10.569864369550027,-129.12039756774902,10.196816444397,11.078383,25.999999999999996,24.799999999999997
3072.0,10.569864369550027,-128.8931369781494,10.2316522598267,11.069871,26.799999999999997,25.199999999999996
3076.0,10.569864369550027,-129.02250289916992,10.2661743164063,11.070761,27.799999999999997,25.599999999999994
3080.0,10.569864369550027,-128.76338958740234,10.288049697876,11.070595,28.199999999999996,25.999999999999993
3084.0,10.569864369550027,73.73981475830078,10.270528793335,11.092342,29.199999999999996,26.999999999999993
3088.0,10.569864369550027,74.70097541809082,10.2204570770264,11.058108,29.999999999999996,27.999999999999993
3092.0,10.569864369550027,73.79379272460938,10.1442604064941,11.045773,30.199999999999996,28.799999999999994
3096.0,10.569864369550027,73.97189140319824,10.0745964050293,11.046063,30.999999999999996,29.399999999999995
3100.0,10.569864369550027,76.27420425415039,10.0245246887207,11.063303,31.999999999999996,29.999999999999996
3104.0,10.569864369550027,-126.43580436706543,10.0005769729614,11.026275,32.4,30.999999999999996
3108.0,10.569864369550027,74.39188957214355,9.99622344970703,11.040486,32.8,31.199999999999996
3112.0,10.569864369550027,74.84869956970215,10.0027542114258,11.043576,33.199999999999996,31.599999999999994
3116.0,10.569864369550027,75.11520385742188,10.017993927002,11.054573,34.199999999999996,31.799999999999994
3120.0,10.569864369550027,72.77812957763672,10.0354099273682,11.068375,34.4,31.999999999999993
3124.0,10.507581151139334,93.32113265991211,10.0550031661987,10.677179,35.4,32.39999999999999
3128.0,10.569864369550027,76.16939544677734,10.0767726898193,11.009323,36.0,33.19999999999999
3132.0,10.569864369550027,76.15928649902344,10.0963668823242,11.042141,36.4,34.19999999999999
3136.0,10.569864369550027,75.64234733581543,10.1094284057617,11.02097,36.6,34.999999999999986
3140.0,10.569864369550027,75.29864311218262,10.1246681213379,11.032765,37.0,35.59999999999999
3144.0,10.569864369550027,74.77865219116211,10.1616773605347,11.052397,37.6,35.999999999999986
3148.0,10.569864369550027,77.21362113952637,10.1921558380127,11.024888,38.4,36.999999999999986
3152.0,10.569864369550027,74.71647262573242,10.218279838562,11.032545,38.8,37.399999999999984
3156.0,10.569864369550027,74.50599670410156,10.2400503158569,11.041389,39.0,37.999999999999986
3160.0,10.569864369550027,76.06306076049805,10.2552890777588,11.0096,39.2,38.79999999999998
3164.0,10.569864369550027,77.2061824798584,10.2465810775757,11.009549,40.0,39.79999999999998
3168.0,10.569864369550027,76.42502784729004,10.2073945999146,11.0130415,40.6,40.399999999999984
3172.0,10.569864369550027,-135.2569580078125,10.1464376449585,10.948944,41.6,40.59999999999999
3176.0,10.558160350303973,87.30621337890625,10.0745964050293,10.99794,42.0,40.999999999999986
3180.0,10.558160350303973,74.64265823364258,9.99622344970703,11.027098,42.4,41.19999999999999
3184.0,10.558160350303973,74.84707832336426,9.93091201782227,11.005099,43.199999999999996,42.19999999999999
3188.0,10.558160350303973,84.90872383117676,9.88519477844238,10.994163,44.199999999999996,42.999999999999986
3192.0,10.558160350303973,84.77277755737305,9.86342430114746,10.972467,44.8,43.79999999999998
3196.0,10.558160350303973,-128.91530990600586,9.85471630096436,10.981852,45.199999999999996,43.999999999999986
3200.0,10.558160350303973,-131.37922286987305,9.86106491088867,10.974672,46.199999999999996,44.999999999999986
3204.0,10.558160350303973,76.63969993591309,9.89135551452637,10.974053,46.4,45.19999999999999
3208.0,10.558160350303973,84.06047821044922,9.94577503204346,10.987686,47.0,45.999999999999986
3212.0,10.558160350303973,-129.86245155334473,10.0197839736938,10.980882,47.8,46.59999999999999
3216.0,10.558160350303973,-126.22766494750977,10.1090307235718,10.984423,48.199999999999996,46.999999999999986
3220.0,10.558160350303973,-133.72430801391602,10.1939239501953,10.990561,48.8,47.79999999999998
3224.0,10.558160350303973,-136.89861297607422,10.2548732757568,11.012505,49.4,48.79999999999998
3228.0,10.558160350303973,-137.34970092773438,10.2940540313721,11.007164,50.4,48.999999999999986
3232.0,10.558160350303973,-125.82883834838867,10.3310585021973,10.996683,51.4,49.999999999999986
3236.0,10.558160350303973,-125.70810317993164,10.3462963104248,11.009756,52.0,50.79999999999998
3240.0,10.558160350303973,-125.799560546875,10.3223514556885,11.009411,52.8,50.999999999999986
3244.0,10.532503440836567,-125.48584938049316,10.2722864151001,11.00945,53.599999999999994,51.79999999999998
3248.0,10.522080861153121,-126.23457908630371,10.1830406188965,11.0059805,54.599999999999994,52.19999999999998
3252.0,10.522080861153121,74.35522079467773,10.1112079620361,11.021021,54.99999999999999,52.79999999999998
3256.0,10.522080861153121,-125.44803619384766,10.054612159729,11.005737,55.599999999999994,53.59999999999998
3260.0,10.522080861153121,74.71466064453125,10.0110769271851,11.005764,55.8,53.99999999999998
3264.0,10.522080861153121,74.53107833862305,9.98713302612305,11.009531,56.199999999999996,54.799999999999976
3268.0,10.522080861153121,74.73344802856445,9.9806022644043,11.01111,56.99999999999999,55.799999999999976
3272.0,10.522080861153121,74.91483688354492,9.98277950286865,11.014635,57.199999999999996,56.59999999999997
3276.0,10.522080861153121,-125.49962997436523,9.98930931091309,11.005339,57.8,57.199999999999974
3280.0,10.522080861153121,-125.34523010253906,10.0023698806763,11.005436,58.199999999999996,57.799999999999976
3284.0,10.522080861153121,-125.6767749786377,10.0132541656494,11.000394,58.8,57.99999999999998
